"","Ensembl_ID","Gene","Frequency","Source","RNA_cell_enrichment","RNA_enriched_cell_types","RNA_tissue_enrichment","RNA_enriched_tissue_types","Protein_enrichment_tissue_type","Protein_enrichment_cell_type","Protein_enrichment_level","Tractability_sm","Tractability_ab","Tractability_PROTAC","Protein_class"
"379","ENSG00000171357","LURAP1",1,"NatGen Paper","group enriched","Fibroblasts, Smooth muscle cells, Proximal tubular cells, Cardiomyocytes, Endothelial cells","enriched","Vascular",NA,NA,NA,"Unknown","Unknown","Unknown","Predicted intracellular proteins"
"380","ENSG00000171456","ASXL1",1,"AZ Primary","enhanced","Fibroblasts, Endothelial cells, Smooth muscle cells, Proximal tubular cells, Macrophages","enriched","Vascular",NA,NA,NA,"Unknown","Unknown","Unknown","Cancer-related genes, Disease related genes, Human disease related genes, Predicted intracellular proteins"
"381","ENSG00000171703","TCEA2",1,"Finngen","enhanced","Fibroblasts, Proximal tubular cells, Smooth muscle cells, Endothelial cells, Cardiomyocytes","low specificity",NA,"heart muscle","cardiomyocytes","High","Unknown","Unknown","Unknown","Predicted intracellular proteins"
"382","ENSG00000171703","TCEA2",1,"Finngen","enhanced","Fibroblasts, Proximal tubular cells, Smooth muscle cells, Endothelial cells, Cardiomyocytes","low specificity",NA,"kidney","cells in glomeruli, cells in tubules","High","Unknown","Unknown","Unknown","Predicted intracellular proteins"
"383","ENSG00000172009","THOP1",1,"KEGG RAAS","enhanced","Fibroblasts, Smooth muscle cells, Proximal tubular cells, Endothelial cells, Macrophages","enriched","Vascular",NA,NA,NA,"Predicted","Unknown","Unknown","Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins"
"384","ENSG00000172037","LAMB2",1,"Patsy Preprint","group enriched","Fibroblasts, Smooth muscle cells, Cardiomyocytes, Endothelial cells","group enriched","Vascular, Heart muscle","kidney","cells in glomeruli, cells in tubules","Low","Unknown","Predicted High","Unknown","Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins"
"385","ENSG00000172037","LAMB2",1,"Patsy Preprint","group enriched","Fibroblasts, Smooth muscle cells, Cardiomyocytes, Endothelial cells","group enriched","Vascular, Heart muscle","heart muscle","cardiomyocytes","High","Unknown","Predicted High","Unknown","Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins"
"386","ENSG00000172530","BANP",1,"NatGen Paper","enhanced","Fibroblasts, Smooth muscle cells, Endothelial cells, Macrophages","enriched","Vascular","heart muscle","cardiomyocytes","Medium","Unknown","Unknown","Unknown","Predicted intracellular proteins"
"387","ENSG00000172530","BANP",1,"NatGen Paper","enhanced","Fibroblasts, Smooth muscle cells, Endothelial cells, Macrophages","enriched","Vascular","kidney","cells in glomeruli, cells in tubules","Medium","Unknown","Unknown","Unknown","Predicted intracellular proteins"
"388","ENSG00000172938","MRGPRD",1,"KEGG RAAS","not detected",NA,"not detected",NA,NA,NA,NA,"Predicted","Predicted High","Unknown","G-protein coupled receptors, Predicted membrane proteins"
"389","ENSG00000172992","DCAKD",1,"NatGen Paper","enhanced","Fibroblasts, Smooth muscle cells, Cardiomyocytes, Proximal tubular cells, Endothelial cells","enriched","Vascular",NA,NA,NA,"Unknown","Unknown","Unknown","Predicted intracellular proteins, Predicted membrane proteins"
"390","ENSG00000173209","AHSA2",1,"NatGen Paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391","ENSG00000173406","DAB1",1,"Finngen","enriched","Smooth muscle cells","group enriched","Vascular, Heart muscle",NA,NA,NA,"Unknown","Unknown","Unknown","Disease related genes, Human disease related genes, Predicted intracellular proteins"
"392","ENSG00000173531","MST1",1,"NatGen Paper","enriched","Proximal tubular cells","enriched","Kidney",NA,NA,NA,NA,NA,NA,NA
"393","ENSG00000173889","PHC3",1,"Finngen","enhanced","Fibroblasts, Smooth muscle cells, Endothelial cells, Cardiomyocytes, Macrophages","group enriched","Vascular, Heart muscle","heart muscle","cardiomyocytes","Medium","Unknown","Unknown","Unknown","Predicted intracellular proteins"
"394","ENSG00000173889","PHC3",1,"Finngen","enhanced","Fibroblasts, Smooth muscle cells, Endothelial cells, Cardiomyocytes, Macrophages","group enriched","Vascular, Heart muscle","kidney","cells in glomeruli, cells in tubules","Medium","Unknown","Unknown","Unknown","Predicted intracellular proteins"
"395","ENSG00000173915","USMG5",1,"NatGen Paper","enhanced","Cardiomyocytes, Proximal tubular cells, Fibroblasts, Smooth muscle cells, Endothelial cells","low specificity",NA,NA,NA,NA,"Unknown","Predicted Medium to Low","Unknown","Disease related genes, Human disease related genes, Metabolic proteins, Predicted membrane proteins"
"396","ENSG00000174197","MGA",1,"NatGen Paper","group enriched","Fibroblasts, Smooth muscle cells, Endothelial cells, Cardiomyocytes, Macrophages","group enriched","Vascular, Heart muscle","kidney","cells in tubules","Low","Unknown","Unknown","Unknown","Cancer-related genes, Predicted intracellular proteins, Transcription factors"
"397","ENSG00000174448","STARD6",1,"NatGen Paper","group enriched","Fibroblasts, Cardiomyocytes, Smooth muscle cells, Endothelial cells, T-cells","group enriched","Vascular, Heart muscle",NA,NA,NA,"Unknown","Unknown","Unknown","Metabolic proteins, Predicted intracellular proteins"
"398","ENSG00000174891","RSRC1",1,"Finngen","enhanced","Fibroblasts, Smooth muscle cells, Endothelial cells, Proximal tubular cells, Cardiomyocytes","enhanced","Vascular","kidney","cells in glomeruli, cells in tubules","Medium","Unknown","Unknown","Unknown","Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins"
"399","ENSG00000174891","RSRC1",1,"Finngen","enhanced","Fibroblasts, Smooth muscle cells, Endothelial cells, Proximal tubular cells, Cardiomyocytes","enhanced","Vascular","heart muscle","cardiomyocytes","Low","Unknown","Unknown","Unknown","Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins"
"400","ENSG00000174953","DHX36",1,"NatGen Paper","enhanced","Fibroblasts, Smooth muscle cells, Endothelial cells, Cardiomyocytes, Macrophages","enriched","Vascular","heart muscle","cardiomyocytes","High","Unknown","Unknown","Unknown","Enzymes, Predicted intracellular proteins, Predicted membrane proteins"
"401","ENSG00000174953","DHX36",1,"NatGen Paper","enhanced","Fibroblasts, Smooth muscle cells, Endothelial cells, Cardiomyocytes, Macrophages","enriched","Vascular","kidney","cells in glomeruli, cells in tubules","High","Unknown","Unknown","Unknown","Enzymes, Predicted intracellular proteins, Predicted membrane proteins"
"402","ENSG00000175175","PPM1E",1,"NatGen Paper","enriched","Cardiomyocytes","enriched","Heart muscle",NA,NA,NA,"Unknown","Unknown","Unknown","Enzymes, Predicted intracellular proteins"
"403","ENSG00000175827","AP001266.1",1,"Finngen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","ENSG00000176208","ATAD5",1,"Patsy Preprint","enhanced","Fibroblasts, Endothelial cells, Smooth muscle cells, Macrophages, Cardiomyocytes","group enriched","Vascular, Heart muscle",NA,NA,NA,"Unknown","Unknown","Unknown","Predicted intracellular proteins"
"405","ENSG00000176533","GNG7",1,"Finngen","enhanced","Cardiomyocytes, Fibroblasts, Proximal tubular cells, Endothelial cells, Smooth muscle cells","low specificity",NA,NA,NA,NA,"Unknown","Predicted High","Unknown","Predicted intracellular proteins, RAS pathway related proteins"
"406","ENSG00000177000","MTHFR",1,"Finngen","enhanced","Fibroblasts, Smooth muscle cells, Cardiomyocytes, Endothelial cells, Macrophages","group enriched","Vascular, Heart muscle","kidney","cells in tubules","High","Discovery","Unknown","Unknown","Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins"
"407","ENSG00000177082","WDR73",1,"NatGen Paper","enhanced","Fibroblasts, Smooth muscle cells, Endothelial cells, Proximal tubular cells, Macrophages","enriched","Vascular",NA,NA,NA,"Unknown","Unknown","Unknown","Disease related genes, Human disease related genes, Predicted intracellular proteins"
"408","ENSG00000177302","TOP3A",1,"NatGen Paper","group enriched","Fibroblasts, Smooth muscle cells, Endothelial cells, Macrophages","enriched","Vascular","kidney","cells in glomeruli, cells in tubules","Low","Unknown","Unknown","Unknown","Cancer-related genes, Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins"
"409","ENSG00000177685","CRACR2B",1,"NatGen Paper","enriched","Endothelial cells","low specificity",NA,"heart muscle","cardiomyocytes","High","Unknown","Unknown","Unknown","Predicted intracellular proteins"
"410","ENSG00000177685","CRACR2B",1,"NatGen Paper","enriched","Endothelial cells","low specificity",NA,"kidney","cells in glomeruli, cells in tubules","High","Unknown","Unknown","Unknown","Predicted intracellular proteins"
"411","ENSG00000177697","CD151",1,"NatGen Paper","enhanced","Smooth muscle cells, Fibroblasts, Endothelial cells, Proximal tubular cells, Macrophages","enriched","Vascular","heart muscle","cardiomyocytes","Medium","Unknown","Predicted High","Unknown","Blood group antigen proteins, CD markers, Disease related genes, Human disease related genes, Potential drug targets, Predicted membrane proteins, Transporters"
"412","ENSG00000177697","CD151",1,"NatGen Paper","enhanced","Smooth muscle cells, Fibroblasts, Endothelial cells, Proximal tubular cells, Macrophages","enriched","Vascular","kidney","cells in glomeruli, cells in tubules","High","Unknown","Predicted High","Unknown","Blood group antigen proteins, CD markers, Disease related genes, Human disease related genes, Potential drug targets, Predicted membrane proteins, Transporters"
"413","ENSG00000177731","FLII",1,"NatGen Paper","enhanced","Fibroblasts, Smooth muscle cells, Endothelial cells, Macrophages, Cardiomyocytes","group enriched","Vascular, Heart muscle","heart muscle","cardiomyocytes","Medium","Unknown","Unknown","Unknown","Plasma proteins, Predicted intracellular proteins"
"414","ENSG00000177731","FLII",1,"NatGen Paper","enhanced","Fibroblasts, Smooth muscle cells, Endothelial cells, Macrophages, Cardiomyocytes","group enriched","Vascular, Heart muscle","kidney","cells in glomeruli, cells in tubules","Medium","Unknown","Unknown","Unknown","Plasma proteins, Predicted intracellular proteins"
"415","ENSG00000178055","PRSS42",1,"NatGen Paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","ENSG00000178301","AQP11",1,"NatGen Paper","enhanced","Proximal tubular cells, Fibroblasts, Endothelial cells, Smooth muscle cells, Schwann cells","low specificity",NA,NA,NA,NA,"Unknown","Predicted High","Unknown","Predicted membrane proteins, Transporters"
"417","ENSG00000178449","COX14",1,"NatGen Paper","enhanced","Proximal tubular cells, Cardiomyocytes, Fibroblasts, Smooth muscle cells, Endothelial cells","low specificity",NA,"kidney","cells in tubules","High","Unknown","Predicted Medium to Low","Unknown","Disease related genes, Human disease related genes, Predicted membrane proteins"
"418","ENSG00000178722","C5ORF64",1,"Finngen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","ENSG00000178878","APOLD1",1,"Finngen","group enriched","Endothelial cells, Smooth muscle cells, Fibroblasts","enriched","Vascular","kidney","cells in tubules","Medium","Unknown","Predicted High","Unknown","Predicted membrane proteins"
"420","ENSG00000178878","APOLD1",1,"Finngen","group enriched","Endothelial cells, Smooth muscle cells, Fibroblasts","enriched","Vascular","heart muscle","cardiomyocytes","Medium","Unknown","Predicted High","Unknown","Predicted membrane proteins"
"421","ENSG00000179142","CYP11B2",1,"Finngen","not detected",NA,"not detected",NA,NA,NA,NA,"Discovery","Predicted Medium to Low","Unknown","Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins"
"422","ENSG00000180530","NRIP1",1,"Patsy Preprint","enhanced","Fibroblasts, Macrophages, Smooth muscle cells, Endothelial cells, Cardiomyocytes","enriched","Vascular","heart muscle","cardiomyocytes","Low","Discovery","Unknown","Unknown","Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins"
"423","ENSG00000180530","NRIP1",1,"Patsy Preprint","enhanced","Fibroblasts, Macrophages, Smooth muscle cells, Endothelial cells, Cardiomyocytes","enriched","Vascular","kidney","cells in glomeruli, cells in tubules","Medium","Discovery","Unknown","Unknown","Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins"
"424","ENSG00000180616","SSTR2",1,"Genebass Secondary","enriched","Smooth muscle cells","enriched","Vascular",NA,NA,NA,"Discovery","Predicted High","Unknown","FDA approved drug targets, G-protein coupled receptors, Predicted membrane proteins"
"425","ENSG00000180772","AGTR2",1,"KEGG RAAS","enriched","Fibroblasts","group enriched","Vascular, Heart muscle",NA,NA,NA,"Clinical","Predicted High","Unknown","G-protein coupled receptors, Predicted membrane proteins"
"426","ENSG00000180815","MAP3K15",1,"Finngen","enhanced","Cardiomyocytes, Fibroblasts, Smooth muscle cells","low specificity",NA,NA,NA,NA,"Discovery","Unknown","Unknown","Enzymes, Predicted intracellular proteins"
"427","ENSG00000180891","CUEDC1",1,"Finngen","enhanced","Fibroblasts, Smooth muscle cells, Macrophages, Endothelial cells, Cardiomyocytes","enriched","Vascular","kidney","cells in glomeruli, cells in tubules","Medium","Unknown","Predicted Medium to Low","Unknown","Predicted intracellular proteins"
"428","ENSG00000180891","CUEDC1",1,"Finngen","enhanced","Fibroblasts, Smooth muscle cells, Macrophages, Endothelial cells, Cardiomyocytes","enriched","Vascular","heart muscle","cardiomyocytes","Medium","Unknown","Predicted Medium to Low","Unknown","Predicted intracellular proteins"
"429","ENSG00000181378","CFAP65",1,"Finngen","enriched","Proximal tubular cells","enriched","Kidney",NA,NA,NA,"Unknown","Predicted Medium to Low","Unknown","Disease related genes, Human disease related genes, Predicted intracellular proteins"
"430","ENSG00000181513","ACBD4",1,"NatGen Paper","enhanced","Fibroblasts, Smooth muscle cells, Proximal tubular cells, Endothelial cells","low specificity",NA,"kidney","cells in tubules","High","Discovery","Unknown","Unknown","Predicted intracellular proteins, Predicted membrane proteins"
"431","ENSG00000181513","ACBD4",1,"NatGen Paper","enhanced","Fibroblasts, Smooth muscle cells, Proximal tubular cells, Endothelial cells","low specificity",NA,"heart muscle","cardiomyocytes","Medium","Discovery","Unknown","Unknown","Predicted intracellular proteins, Predicted membrane proteins"
"432","ENSG00000181585","TMIE",1,"Finngen","enhanced","Smooth muscle cells, Endothelial cells, Cardiomyocytes, Fibroblasts, Macrophages","group enriched","Vascular, Heart muscle",NA,NA,NA,"Unknown","Predicted Medium to Low","Unknown","Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters"
"433","ENSG00000181856","SLC2A4",1,"Finngen","group enriched","Cardiomyocytes, Smooth muscle cells, Fibroblasts, Endothelial cells","enriched","Heart muscle","heart muscle","cardiomyocytes","High","Unknown","Predicted High","Unknown","Disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins, Transporters"
"434","ENSG00000181915","ADO",1,"Patsy Preprint","enhanced","Fibroblasts, Cardiomyocytes, Smooth muscle cells, Endothelial cells, Proximal tubular cells","group enriched","Vascular, Heart muscle","heart muscle","cardiomyocytes","Medium","Unknown","Unknown","Unknown","Enzymes, Metabolic proteins, Predicted intracellular proteins"
"435","ENSG00000181915","ADO",1,"Patsy Preprint","enhanced","Fibroblasts, Cardiomyocytes, Smooth muscle cells, Endothelial cells, Proximal tubular cells","group enriched","Vascular, Heart muscle","kidney","cells in tubules","Low","Unknown","Unknown","Unknown","Enzymes, Metabolic proteins, Predicted intracellular proteins"
"436","ENSG00000181929","PRKAG1",1,"Patsy Preprint","enhanced","Fibroblasts, Smooth muscle cells, Proximal tubular cells, Cardiomyocytes, Endothelial cells","low specificity",NA,NA,NA,NA,"Discovery","Unknown","Discovery","FDA approved drug targets, Predicted intracellular proteins"
"437","ENSG00000182220","ATP6AP2",1,"KEGG RAAS","enhanced","Fibroblasts, Smooth muscle cells, Macrophages, Endothelial cells, Proximal tubular cells","enriched","Vascular","kidney","cells in glomeruli, cells in tubules","Medium","Discovery","Predicted High","Unknown","Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters"
"438","ENSG00000182220","ATP6AP2",1,"KEGG RAAS","enhanced","Fibroblasts, Smooth muscle cells, Macrophages, Endothelial cells, Proximal tubular cells","enriched","Vascular","heart muscle","cardiomyocytes","Medium","Discovery","Predicted High","Unknown","Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters"
"439","ENSG00000182372","CLN8",1,"NatGen Paper","enhanced","Macrophages, Fibroblasts, Endothelial cells, Smooth muscle cells","enriched","Vascular",NA,NA,NA,"Unknown","Predicted Medium to Low","Unknown","Disease related genes, Human disease related genes, Predicted membrane proteins"
"440","ENSG00000182389","CACNB4",1,"NatGen Paper","enriched","Fibroblasts","enriched","Vascular","heart muscle","cardiomyocytes","Low","Clinical","Unknown","Unknown","Disease related genes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters"
"441","ENSG00000182389","CACNB4",1,"NatGen Paper","enriched","Fibroblasts","enriched","Vascular","kidney","cells in glomeruli, cells in tubules","Low","Clinical","Unknown","Unknown","Disease related genes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters"
"442","ENSG00000182511","FES",2,"Finngen, NatGen Paper","group enriched","Endothelial cells, Macrophages, Fibroblasts, Smooth muscle cells","enriched","Vascular","heart muscle","cardiomyocytes","Medium","Discovery","Predicted Medium to Low","Discovery","Cancer-related genes, Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins"
"443","ENSG00000182511","FES",2,"Finngen, NatGen Paper","group enriched","Endothelial cells, Macrophages, Fibroblasts, Smooth muscle cells","enriched","Vascular","kidney","cells in tubules","Medium","Discovery","Predicted Medium to Low","Discovery","Cancer-related genes, Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins"
"444","ENSG00000183011","NAA38",1,"Finngen","enhanced","Fibroblasts, Cardiomyocytes, Proximal tubular cells, Smooth muscle cells, Endothelial cells","low specificity",NA,NA,NA,NA,"Unknown","Unknown","Unknown","Predicted intracellular proteins"
"445","ENSG00000183066","WBP2NL",1,"NatGen Paper","group enriched","Fibroblasts, Endothelial cells, Macrophages, Proximal tubular cells, Smooth muscle cells","enriched","Vascular",NA,NA,NA,"Unknown","Unknown","Unknown","Predicted intracellular proteins"
"446","ENSG00000183242","WT1_AS",1,"Finngen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","ENSG00000183346","CABCOCO1",1,"Finngen","group enriched","Smooth muscle cells, Fibroblasts, Endothelial cells","enriched","Vascular",NA,NA,NA,"Unknown","Unknown","Unknown","Predicted intracellular proteins"
"448","ENSG00000184304","PRKD1",1,"NatGen Paper","enhanced","Fibroblasts, Smooth muscle cells, Endothelial cells, Proximal tubular cells, Schwann cells","enriched","Vascular",NA,NA,NA,"Clinical","Predicted High","Unknown","Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins"
"449","ENSG00000184640","SEPT9",1,"Patsy Preprint","group enriched","Fibroblasts, Smooth muscle cells, Endothelial cells, Macrophages","enriched","Vascular","kidney","cells in glomeruli, cells in tubules","High","Discovery","Unknown","Unknown","Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins"
"450","ENSG00000185630","PBX1",1,"NatGen Paper","group enriched","Fibroblasts, Smooth muscle cells, Endothelial cells, Cardiomyocytes, Proximal tubular cells","enriched","Vascular","kidney","cells in glomeruli, cells in tubules","Medium","Unknown","Unknown","Unknown","Cancer-related genes, Disease related genes, Human disease related genes, Predicted intracellular proteins, Transcription factors"
"451","ENSG00000185630","PBX1",1,"NatGen Paper","group enriched","Fibroblasts, Smooth muscle cells, Endothelial cells, Cardiomyocytes, Proximal tubular cells","enriched","Vascular","heart muscle","cardiomyocytes","Low","Unknown","Unknown","Unknown","Cancer-related genes, Disease related genes, Human disease related genes, Predicted intracellular proteins, Transcription factors"
"452","ENSG00000185989","RASA3",1,"NatGen Paper","enhanced","Fibroblasts, Smooth muscle cells, Endothelial cells, Macrophages, Cardiomyocytes","enriched","Vascular",NA,NA,NA,"Unknown","Predicted Medium to Low","Unknown","Plasma proteins, Predicted intracellular proteins, RAS pathway related proteins"
"453","ENSG00000186115","CYP4F2",1,"Patsy Preprint","enriched","Proximal tubular cells","enriched","Kidney","kidney","cells in tubules","High","Predicted","Predicted High","Discovery","Disease related genes, Enzymes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins"
"454","ENSG00000186470","BTN3A2",1,"NatGen Paper","enhanced","Fibroblasts, Endothelial cells, Smooth muscle cells, Macrophages, T-cells","enhanced","Vascular",NA,NA,NA,"Unknown","Predicted High","Unknown","Predicted intracellular proteins, Predicted membrane proteins"
"455","ENSG00000186994","KANK3",1,"NatGen Paper","enriched","Endothelial cells","enriched","Vascular","heart muscle","cardiomyocytes","High","Unknown","Predicted Medium to Low","Unknown","Predicted intracellular proteins"
"456","ENSG00000186994","KANK3",1,"NatGen Paper","enriched","Endothelial cells","enriched","Vascular","kidney","cells in glomeruli, cells in tubules","High","Unknown","Predicted Medium to Low","Unknown","Predicted intracellular proteins"
"457","ENSG00000187446","CHP1",1,"NatGen Paper","enhanced","Proximal tubular cells, Fibroblasts, Cardiomyocytes, Smooth muscle cells, Macrophages","low specificity",NA,"kidney","cells in glomeruli, cells in tubules","Medium","Discovery","Predicted High","Unknown","Disease related genes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Transporters"
"458","ENSG00000187446","CHP1",1,"NatGen Paper","enhanced","Proximal tubular cells, Fibroblasts, Cardiomyocytes, Smooth muscle cells, Macrophages","low specificity",NA,"heart muscle","cardiomyocytes","Medium","Discovery","Predicted High","Unknown","Disease related genes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Transporters"
"459","ENSG00000187486","KCNJ11",1,"NatGen Paper","enriched","Cardiomyocytes","enriched","Heart muscle",NA,NA,NA,"Clinical","Predicted High","Discovery","Disease related genes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Predicted membrane proteins, Transporters, Voltage-gated ion channels"
"460","ENSG00000188312","CENPP",1,"NatGen Paper","enhanced","Fibroblasts, Smooth muscle cells, Endothelial cells, Macrophages, Cardiomyocytes","enriched","Vascular",NA,NA,NA,"Unknown","Unknown","Unknown","Predicted intracellular proteins"
"461","ENSG00000189157","FAM47E",1,"NatGen Paper","enhanced","Cardiomyocytes, Proximal tubular cells, Endothelial cells, Fibroblasts, Smooth muscle cells","low specificity",NA,NA,NA,NA,"Unknown","Predicted Medium to Low","Unknown","Predicted intracellular proteins"
"462","ENSG00000196118","C16ORF93",1,"Patsy Preprint","enhanced","Proximal tubular cells, Fibroblasts, Smooth muscle cells, Macrophages, Endothelial cells","group enriched","Vascular, Kidney","kidney","cells in tubules","Low","Unknown","Unknown","Unknown","Predicted intracellular proteins"
"463","ENSG00000196118","C16ORF93",1,"Patsy Preprint","enhanced","Proximal tubular cells, Fibroblasts, Smooth muscle cells, Macrophages, Endothelial cells","group enriched","Vascular, Kidney","heart muscle","cardiomyocytes","Low","Unknown","Unknown","Unknown","Predicted intracellular proteins"
"464","ENSG00000196196","HRCT1",2,"NatGen Paper, Patsy Preprint","group enriched","Endothelial cells, Smooth muscle cells, Fibroblasts, Proximal tubular cells","enriched","Vascular",NA,NA,NA,"Unknown","Predicted Medium to Low","Unknown","Predicted intracellular proteins"
"465","ENSG00000196453","ZNF777",1,"Finngen","enhanced","Fibroblasts, Smooth muscle cells, Endothelial cells, Macrophages, Proximal tubular cells","enriched","Vascular","heart muscle","cardiomyocytes","Medium","Unknown","Unknown","Unknown","Predicted intracellular proteins, Transcription factors"
"466","ENSG00000196453","ZNF777",1,"Finngen","enhanced","Fibroblasts, Smooth muscle cells, Endothelial cells, Macrophages, Proximal tubular cells","enriched","Vascular","kidney","cells in glomeruli, cells in tubules","Medium","Unknown","Unknown","Unknown","Predicted intracellular proteins, Transcription factors"
"467","ENSG00000196547","MAN2A2",1,"Finngen","enhanced","Fibroblasts, Smooth muscle cells, Endothelial cells, Macrophages, Cardiomyocytes","enriched","Vascular",NA,NA,NA,"Unknown","Predicted Medium to Low","Unknown","Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins"
"468","ENSG00000196549","MME",2,"KEGG RAAS, Patsy Preprint","group enriched","Fibroblasts, Proximal tubular cells, Macrophages, Smooth muscle cells, Endothelial cells","group enriched","Vascular, Kidney","kidney","cells in glomeruli, proximal tubules (microvilli)","High","Clinical","Predicted High","Unknown","Cancer-related genes, Candidate cardiovascular disease genes, CD markers, Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins"
"469","ENSG00000196557","CACNA1H",1,"Finngen","enriched","Smooth muscle cells","enriched","Vascular","heart muscle","cardiomyocytes","Low","Clinical","Predicted High","Discovery","Disease related genes, FDA approved drug targets, Human disease related genes, Predicted membrane proteins, Transporters, Voltage-gated ion channels"
"470","ENSG00000196557","CACNA1H",1,"Finngen","enriched","Smooth muscle cells","enriched","Vascular","kidney","cells in glomeruli, cells in tubules","Low","Clinical","Predicted High","Discovery","Disease related genes, FDA approved drug targets, Human disease related genes, Predicted membrane proteins, Transporters, Voltage-gated ion channels"
"471","ENSG00000197020","ZNF100",1,"NatGen Paper","enhanced","Fibroblasts, Endothelial cells, Macrophages, Smooth muscle cells, Cardiomyocytes","enriched","Vascular",NA,NA,NA,"Unknown","Unknown","Unknown","Predicted intracellular proteins, Transcription factors"
"472","ENSG00000197256","KANK2",1,"Finngen","group enriched","Smooth muscle cells, Fibroblasts, Cardiomyocytes, Endothelial cells, Macrophages","group enriched","Vascular, Heart muscle","kidney","cells in glomeruli, cells in tubules","Low","Unknown","Unknown","Unknown","Disease related genes, Human disease related genes, Predicted intracellular proteins"
"473","ENSG00000197256","KANK2",1,"Finngen","group enriched","Smooth muscle cells, Fibroblasts, Cardiomyocytes, Endothelial cells, Macrophages","group enriched","Vascular, Heart muscle","heart muscle","cardiomyocytes","Medium","Unknown","Unknown","Unknown","Disease related genes, Human disease related genes, Predicted intracellular proteins"
"474","ENSG00000197548","ATG7",1,"Finngen","enhanced","Fibroblasts, Macrophages, Smooth muscle cells, Endothelial cells, Proximal tubular cells","enriched","Vascular","kidney","cells in glomeruli, cells in tubules","Medium","Unknown","Predicted High","Unknown","Predicted intracellular proteins, Transporters"
"475","ENSG00000197616","MYH6",1,"Patsy Preprint","enriched","Cardiomyocytes","enriched","Heart muscle","heart muscle","cardiomyocytes","High","Clinical","Unknown","Unknown","Candidate cardiovascular disease genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins"
"476","ENSG00000197757","HOXC6",2,"Finngen, NatGen Paper","group enriched","Fibroblasts, Smooth muscle cells, Proximal tubular cells","enriched","Vascular",NA,NA,NA,"Unknown","Unknown","Unknown","Predicted intracellular proteins, Transcription factors"
"477","ENSG00000197893","NRAP",1,"Genebass Secondary","enriched","Cardiomyocytes","enriched","Heart muscle","heart muscle","cardiomyocytes","Low","Unknown","Unknown","Unknown","Plasma proteins, Predicted intracellular proteins"
"478","ENSG00000198000","NOL8",1,"NatGen Paper","enhanced","Fibroblasts, Endothelial cells, Smooth muscle cells, Cardiomyocytes, Macrophages","group enriched","Vascular, Heart muscle",NA,NA,NA,"Unknown","Unknown","Unknown","Predicted intracellular proteins"
"479","ENSG00000198074","AKR1B10",1,"NatGen Paper","enriched","Fibroblasts","enriched","Vascular","kidney","proximal tubules (cell body)","Low","Discovery","Predicted High","Discovery","Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted secreted proteins"
